element,item,year,country,unit,value
Food supply,Soyabeans,2001,Serbia and Montenegro,kcal/capita/day,0
Food supply,Soyabeans,2002,Serbia and Montenegro,kcal/capita/day,0
Food supply,Soyabeans,2003,Serbia and Montenegro,kcal/capita/day,0
Food supply,Soyabeans,2004,Serbia and Montenegro,kcal/capita/day,0
Food supply,Soyabeans,2005,Serbia and Montenegro,kcal/capita/day,0
Food supply,Soyabeans,1961,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1962,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1963,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1964,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1965,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1966,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1967,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1968,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1969,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1970,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1971,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1972,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1973,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1974,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1975,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1976,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1977,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1978,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1979,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1980,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1981,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1982,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1983,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1984,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1985,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1986,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1987,Seychelles,kcal/capita/day,2
Food supply,Soyabeans,1988,Seychelles,kcal/capita/day,1
Food supply,Soyabeans,1989,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1990,Seychelles,kcal/capita/day,0
Food supply,Soyabeans,1991,Seychelles,kcal/capita/day,1
Food supply,Soyabeans,1992,Seychelles,kcal/capita/day,2
Food supply,Soyabeans,1993,Seychelles,kcal/capita/day,1
Food supply,Soyabeans,1994,Seychelles,kcal/capita/day,1
Food supply,Soyabeans,1995,Seychelles,kcal/capita/day,10
Food supply,Soyabeans,1996,Seychelles,kcal/capita/day,2
Food supply,Soyabeans,1997,Seychelles,kcal/capita/day,14
Food supply,Soyabeans,1998,Seychelles,kcal/capita/day,10
Food supply,Soyabeans,1999,Seychelles,kcal/capita/day,13
Food supply,Soyabeans,2000,Seychelles,kcal/capita/day,17
Food supply,Soyabeans,2001,Seychelles,kcal/capita/day,23
Food supply,Soyabeans,2002,Seychelles,kcal/capita/day,18
Food supply,Soyabeans,2003,Seychelles,kcal/capita/day,17
Food supply,Soyabeans,2004,Seychelles,kcal/capita/day,13
Food supply,Soyabeans,2005,Seychelles,kcal/capita/day,24
Food supply,Soyabeans,2006,Seychelles,kcal/capita/day,15
Food supply,Soyabeans,2007,Seychelles,kcal/capita/day,19
Food supply,Soyabeans,2008,Seychelles,kcal/capita/day,19
Food supply,Soyabeans,2009,Seychelles,kcal/capita/day,20
Food supply,Soyabeans,1961,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1962,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1963,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1964,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1965,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1966,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1967,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1968,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1969,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1970,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1971,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1972,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1973,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1974,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1975,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1976,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1977,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1978,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1979,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1980,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1981,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1982,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1983,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1984,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1985,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1986,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1987,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1988,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1989,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1990,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1991,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1992,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1993,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1994,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1995,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1996,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1997,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1998,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1999,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2000,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2001,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2002,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2003,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2004,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2005,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2006,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2007,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2008,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,2009,Sierra Leone,kcal/capita/day,0
Food supply,Soyabeans,1993,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1994,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1995,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1996,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1997,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1998,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1999,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2000,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2001,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2002,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2003,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2004,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2005,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2006,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2007,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2008,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,2009,Slovakia,kcal/capita/day,0
Food supply,Soyabeans,1992,Slovenia,kcal/capita/day,9
Food supply,Soyabeans,1993,Slovenia,kcal/capita/day,0
Food supply,Soyabeans,1994,Slovenia,kcal/capita/day,2
Food supply,Soyabeans,1995,Slovenia,kcal/capita/day,8
Food supply,Soyabeans,1996,Slovenia,kcal/capita/day,5
Food supply,Soyabeans,1997,Slovenia,kcal/capita/day,8
Food supply,Soyabeans,1998,Slovenia,kcal/capita/day,4
Food supply,Soyabeans,1999,Slovenia,kcal/capita/day,2
Food supply,Soyabeans,2000,Slovenia,kcal/capita/day,7
Food supply,Soyabeans,2001,Slovenia,kcal/capita/day,6
Food supply,Soyabeans,2002,Slovenia,kcal/capita/day,0
Food supply,Soyabeans,2003,Slovenia,kcal/capita/day,5
Food supply,Soyabeans,2004,Slovenia,kcal/capita/day,4
Food supply,Soyabeans,2005,Slovenia,kcal/capita/day,5
Food supply,Soyabeans,2006,Slovenia,kcal/capita/day,2
Food supply,Soyabeans,2007,Slovenia,kcal/capita/day,5
Food supply,Soyabeans,2008,Slovenia,kcal/capita/day,0
Food supply,Soyabeans,2009,Slovenia,kcal/capita/day,4
Food supply,Soyabeans,1961,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1962,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1963,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1964,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1965,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1966,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1967,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1968,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1969,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1970,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1971,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1972,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1973,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1974,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1975,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1976,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1977,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1978,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1979,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1980,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1981,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1982,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1983,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1984,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1985,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1986,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1987,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1988,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1989,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1990,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1991,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1992,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1993,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1994,Small Island Developing States + (Total),kcal/capita/day,0
Food supply,Soyabeans,1995,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1996,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1997,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1998,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1999,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,2000,Small Island Developing States + (Total),kcal/capita/day,2
Food supply,Soyabeans,2001,Small Island Developing States + (Total),kcal/capita/day,2
Food supply,Soyabeans,2002,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,2003,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,2004,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,2005,Small Island Developing States + (Total),kcal/capita/day,5
Food supply,Soyabeans,2006,Small Island Developing States + (Total),kcal/capita/day,6
Food supply,Soyabeans,2007,Small Island Developing States + (Total),kcal/capita/day,4
Food supply,Soyabeans,2008,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,2009,Small Island Developing States + (Total),kcal/capita/day,1
Food supply,Soyabeans,1961,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1962,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1963,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1964,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1965,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1966,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1967,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1968,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1969,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1970,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1971,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1972,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1973,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1974,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1975,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1976,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1977,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1978,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1979,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1980,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1981,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1982,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1983,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1984,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1985,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1986,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1987,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1988,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1989,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1990,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1991,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1992,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1993,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1994,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1995,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1996,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1997,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1998,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1999,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2000,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2001,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2002,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2003,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2004,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2005,Solomon Islands,kcal/capita/day,1
Food supply,Soyabeans,2006,Solomon Islands,kcal/capita/day,1
Food supply,Soyabeans,2007,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2008,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,2009,Solomon Islands,kcal/capita/day,0
Food supply,Soyabeans,1961,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1962,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1963,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1964,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1965,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1966,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1967,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1968,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1969,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1970,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1971,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1972,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1973,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1974,South Africa,kcal/capita/day,0
Food supply,Soyabeans,1975,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1976,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1977,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1978,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1979,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1980,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1981,South Africa,kcal/capita/day,1
Food supply,Soyabeans,1982,South Africa,kcal/capita/day,2
Food supply,Soyabeans,1983,South Africa,kcal/capita/day,2
Food supply,Soyabeans,1984,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1985,South Africa,kcal/capita/day,2
Food supply,Soyabeans,1986,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1987,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1988,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1989,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1990,South Africa,kcal/capita/day,5
Food supply,Soyabeans,1991,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1992,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1993,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1994,South Africa,kcal/capita/day,3
Food supply,Soyabeans,1995,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1996,South Africa,kcal/capita/day,4
Food supply,Soyabeans,1997,South Africa,kcal/capita/day,3
Food supply,Soyabeans,1998,South Africa,kcal/capita/day,5
Food supply,Soyabeans,1999,South Africa,kcal/capita/day,6
Food supply,Soyabeans,2000,South Africa,kcal/capita/day,6
Food supply,Soyabeans,2001,South Africa,kcal/capita/day,8
Food supply,Soyabeans,2002,South Africa,kcal/capita/day,8
Food supply,Soyabeans,2003,South Africa,kcal/capita/day,6
Food supply,Soyabeans,2004,South Africa,kcal/capita/day,9
Food supply,Soyabeans,2005,South Africa,kcal/capita/day,9
Food supply,Soyabeans,2006,South Africa,kcal/capita/day,10
Food supply,Soyabeans,2007,South Africa,kcal/capita/day,11
Food supply,Soyabeans,2008,South Africa,kcal/capita/day,10
Food supply,Soyabeans,2009,South Africa,kcal/capita/day,10
Food supply,Soyabeans,1961,South America + (Total),kcal/capita/day,0
Food supply,Soyabeans,1962,South America + (Total),kcal/capita/day,0
Food supply,Soyabeans,1963,South America + (Total),kcal/capita/day,0
Food supply,Soyabeans,1964,South America + (Total),kcal/capita/day,0
Food supply,Soyabeans,1965,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1966,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1967,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1968,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1969,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1970,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1971,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1972,South America + (Total),kcal/capita/day,1
Food supply,Soyabeans,1973,South America + (Total),kcal/capita/day,2
Food supply,Soyabeans,1974,South America + (Total),kcal/capita/day,2
Food supply,Soyabeans,1975,South America + (Total),kcal/capita/day,3
Food supply,Soyabeans,1976,South America + (Total),kcal/capita/day,4
Food supply,Soyabeans,1977,South America + (Total),kcal/capita/day,4
Food supply,Soyabeans,1978,South America + (Total),kcal/capita/day,4
Food supply,Soyabeans,1979,South America + (Total),kcal/capita/day,4
Food supply,Soyabeans,1980,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1981,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1982,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1983,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1984,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1985,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1986,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1987,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1988,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1989,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1990,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1991,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1992,South America + (Total),kcal/capita/day,5
Food supply,Soyabeans,1993,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1994,South America + (Total),kcal/capita/day,6
Food supply,Soyabeans,1995,South America + (Total),kcal/capita/day,7
Food supply,Soyabeans,1996,South America + (Total),kcal/capita/day,8
Food supply,Soyabeans,1997,South America + (Total),kcal/capita/day,7
Food supply,Soyabeans,1998,South America + (Total),kcal/capita/day,8
Food supply,Soyabeans,1999,South America + (Total),kcal/capita/day,7
Food supply,Soyabeans,2000,South America + (Total),kcal/capita/day,8
Food supply,Soyabeans,2001,South America + (Total),kcal/capita/day,9
Food supply,Soyabeans,2002,South America + (Total),kcal/capita/day,10
Food supply,Soyabeans,2003,South America + (Total),kcal/capita/day,10
Food supply,Soyabeans,2004,South America + (Total),kcal/capita/day,9
Food supply,Soyabeans,2005,South America + (Total),kcal/capita/day,9
Food supply,Soyabeans,2006,South America + (Total),kcal/capita/day,9
Food supply,Soyabeans,2007,South America + (Total),kcal/capita/day,10
Food supply,Soyabeans,2008,South America + (Total),kcal/capita/day,10
Food supply,Soyabeans,2009,South America + (Total),kcal/capita/day,10
Food supply,Soyabeans,1961,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1962,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1963,South-Eastern Asia + (Total),kcal/capita/day,6
Food supply,Soyabeans,1964,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1965,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1966,South-Eastern Asia + (Total),kcal/capita/day,7
Food supply,Soyabeans,1967,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1968,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1969,South-Eastern Asia + (Total),kcal/capita/day,7
Food supply,Soyabeans,1970,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1971,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1972,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1973,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1974,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1975,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1976,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1977,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1978,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1979,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1980,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1981,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,1982,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1983,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1984,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1985,South-Eastern Asia + (Total),kcal/capita/day,7
Food supply,Soyabeans,1986,South-Eastern Asia + (Total),kcal/capita/day,7
Food supply,Soyabeans,1987,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1988,South-Eastern Asia + (Total),kcal/capita/day,7
Food supply,Soyabeans,1989,South-Eastern Asia + (Total),kcal/capita/day,8
Food supply,Soyabeans,1990,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1991,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1992,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1993,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1994,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1995,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1996,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,1997,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1998,South-Eastern Asia + (Total),kcal/capita/day,9
Food supply,Soyabeans,1999,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2000,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2001,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,2002,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,2003,South-Eastern Asia + (Total),kcal/capita/day,10
Food supply,Soyabeans,2004,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2005,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2006,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2007,South-Eastern Asia + (Total),kcal/capita/day,13
Food supply,Soyabeans,2008,South-Eastern Asia + (Total),kcal/capita/day,11
Food supply,Soyabeans,2009,South-Eastern Asia + (Total),kcal/capita/day,12
Food supply,Soyabeans,1961,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1962,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1963,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1964,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1965,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1966,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1967,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1968,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1969,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1970,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1971,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1972,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1973,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1974,Southern Africa + (Total),kcal/capita/day,0
Food supply,Soyabeans,1975,Southern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1976,Southern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1977,Southern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1978,Southern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1979,Southern Africa + (Total),kcal/capita/day,1
Food supply,Soyabeans,1980,Southern Africa + (Total),kcal/capita/day,1
